編號,中文地址,英文地址,地區,檢疫結束日期
4539,上水 新祥街8號,"NO.8 SAN CHEUNG STREET, SHEUNG SHUI",北區,2020-03-03
4540,上水料壆村,"LIU POK VILLAGE, SHEUNG SHUI",北區,2020-03-03
4541,天平邨天祥樓,"TIN CHEUNG HOUSE, TIN PING ESTATE",北區,2020-03-03
4542,古洞 鳳崗山,"FUNG KONG SHAN, KWU TUNG",北區,2020-03-03
4543,石湖樓,SHEK WU MANSION,北區,2020-03-03
4544,同樂樓,TUNG LOK HOUSE,北區,2020-03-03
4545,沙頭角 順興街57號沙頭角邨3座,"BLOCK 3, SHA TAU KOK CHUEN, NO.57 SHUN HING STREET, SHA TAU",北區,2020-03-03
4546,沙頭角 塘肚村,"TONG TO TSUEN, SHA TAU KOK",北區,2020-03-03
4547,虎地坳道,FU TEI AU ROAD,北區,2020-03-03
4548,粉嶺 一鳴路15號碧湖花園2座,"BLOCK 2, AVON PARK, NO.15 YAT MING ROAD, FANLING",北區,2020-03-03
4549,粉嶺 孔嶺村,"HUNG LENG TSUEN, FANLING",北區,2020-03-03
4550,粉嶺 聯捷街1號榮福中心1座,"BLOCK 1, WING FOK CENTRE, NO.1 LUEN CHIT STREET, FANLING",北區,2020-03-03
4551,粉嶺高埔村,"KO PO TSUEN, FAN LENG",北區,2020-03-03
4552,彩蒲苑彩晶閣B座,"BLOCK B, CHOI CHING HOUSE, CHOI PO COURT",北區,2020-03-03
4553,彩蒲苑彩碧閣C座,"BLOCK C, CHOI PIK HOUSE, CHOI PO COURT",北區,2020-03-03
4554,御皇庭,ROYAL GREEN,北區,2020-03-03
4555,祥龍圍呈祥樓,"CHING CHEUNG HSE, CHEUNG LUNG WAI",北區,2020-03-03
4556,華明邨富明樓,"FU MING HOUSE, WAH MING ESTATE",北區,2020-03-03
4557,滿華大廈,MOON WAH BUILDING,北區,2020-03-03
4558,龍躍頭,LUNG YEUK TAU,北區,2020-03-03
4559,上水 中心村第三巷,"3RD LANE CHUNG SUM TSUEN, SHEUNG SHUI",北區,2020-03-04
4560,上水 中心村第四巷,"4TH LANE CHUNG SUM TSUEN, SHEUNG SHUI",北區,2020-03-04
4561,上水 天平路33號奕翠園2座,"BLOCK 2, WOODLAND CREST, NO.33 TIN PING ROAD, SHEUNG SHUI",北區,2020-03-04
4562,上水 文閣村,"MAN KOK VILLAGE, SHEUNG SHUI",北區,2020-03-04
4563,上水 巡撫街7號,"NO.7 TSUN FU STREET, SHEUNG SHUI",北區,2020-03-04
4564,上水 保榮路1號威尼斯花園1座,"BLOCK 1, VENICE GARDEN, NO.1 PO WING ROAD, SHEUNG SHUI",北區,2020-03-04
4565,上水 馬會道36號,"NO.36 JOCKEY CLUB ROAD, SHEUNG SHUI",北區,2020-03-04
4566,上水 興仁村,"HING YAN TSUEN, SHEUNG SHUI",北區,2020-03-04
4567,上水華山,SHEUNG SHUI WA SHAN,北區,2020-03-04
4568,上水嘉富坊3號,"NO.3 KA FU CLOSE, SHEUNG SHUI",北區,2020-03-04
4569,天平邨天怡樓,"TIN YEE HOUSE, TIN PING ESTATE",北區,2020-03-04
4570,天平邨天朗樓,"TIN LONG HOUSE, TIN PING ESTATE",北區,2020-03-04
4571,天光莆,TIN KWONG PO,北區,2020-03-04
4572,太平邨平易樓,"PING YEE HOUSE, TAI PING ESTATE",北區,2020-03-04
4573,全和大樓,CHUEN WO BUILDING,北區,2020-03-04
4574,沙頭角 麻雀嶺,"MA TSEUK LENG, SHA TAU KOK",北區,2020-03-04
4575,和泰樓A座,"BLOCK A, WO TAI BUILDING",北區,2020-03-04
4576,昌盛苑昌靖閣A座,"BLOCK A, CHEONG CHING HOUSE, CHEONG SHING COURT",北區,2020-03-04
4577,粉嶺 一鳴路15號碧湖花園6座,"BLOCK 6, AVON PARK, NO.15 YAT MING ROAD, FANLING",北區,2020-03-04
4578,粉嶺 一鳴路15號碧湖花園8座,"BLOCK 8, AVON PARK, NO.15 YAT MING ROAD, FANLING",北區,2020-03-04
4579,粉嶺 小坑村,"SIU HANG TSUEN, FANLING",北區,2020-03-04
4580,粉嶺 吉祥街8號欣翠花園1座,"BLOCK 1, CHEERFUL PARK, NO.8 KAT CHEUNG CRESCENT, FANLING",北區,2020-03-04
4581,粉嶺 百和路88號花都廣場8座,"BLOCK 8, FLORA PLAZA, NO.88 PAK WO ROAD, FANLING",北區,2020-03-04
4582,粉嶺 聯捷街1號榮福中心6座,"BLOCK 6, WING FOK CENTRE, NO.1 LUEN CHIT STREET, FANLING",北區,2020-03-04
4583,粉嶺聯安街45號寶昌大廈,"PO CHEONG BUILDING, NO.45 LUEN ON STREET, FANLING",北區,2020-03-04
4584,彩園邨彩麗樓,"CHOI LAI HOUSE, CHOI YUEN ESTATE",北區,2020-03-04
4585,祥華邨祥德樓,"CHEUNG TAK HSE, CHEUNG WAH ESTATE",北區,2020-03-04
4586,發誠樓,FAT SHING BUILDING,北區,2020-03-04
4587,菜園角,TSOI YUEN KOK,北區,2020-03-04
4588,新寧中心,SUN LING PLAZA,北區,2020-03-04
4589,嘉盛苑嘉揚閣D座,"BLOCK D, KA YEUNG HOUSE, KA SHING COURT",北區,2020-03-04
4590,嘉盛苑嘉輝閣,"KA FAI HOUSE, KA SHING COURT",北區,2020-03-04
4591,嘉福邨福安樓,"FUK ON HOUSE, KA FUK ESTATE",北區,2020-03-04
4592,上水 下北村第四巷,"4TH LANE HA PAK TSUEN, SHEUNG SHUI",北區,2020-03-05
4593,上水 清曉路18號御皇庭1座,"BLOCK 1, ROYAL GREEN, NO.18 CHING HIU ROAD, SHEUNG SHUI",北區,2020-03-05
4594,上水 智昌路3號上水中心1座,"BLOCK 1, SHEUNG SHUI CENTRE, NO.3 CHI CHEONG ROAD, SHEUNG",北區,2020-03-05
4595,上水 智昌路3號上水中心3座,"BLOCK 3, SHEUNG SHUI CENTRE, NO.3 CHI CHEONG ROAD, SHEUNG",北區,2020-03-05
4596,上水 新功街11號,"NO.11 SAN KUNG STREET, SHEUNG SHUI",北區,2020-03-05
4597,上水 新成路12號,"NO.12 SAN SHING AVENUE, SHEUNG SHUI",北區,2020-03-05
4598,上水 新成路4號,"NO.4 SAN SHING AVENUE, SHEUNG SHUI",北區,2020-03-05
4599,上水 新財街2號,"NO.2 SAN TSOI STREET, SHEUNG SHUI",北區,2020-03-05
4600,上水 新健街7-9號,"NO.7-9 SAN KIN STREET, SHEUNG SHUI",北區,2020-03-05
4601,上水 新康街13號,"NO.13 SAN HONG STREET, SHEUNG SHUI",北區,2020-03-05
4602,上水 新豐路58號,"NO.58 SAN FUNG AVENUE, SHEUNG SHUI",北區,2020-03-05
4603,上水 蕉徑老圍,"TSIU KENG LO WAI, SHEUNG SHUI",北區,2020-03-05
4604,上水古洞 天光莆,"TIN KWONG PO, KWU TUNG, SHEUNG SHUI",北區,2020-03-05
4605,上水巡撫街17號,"NO.17 TSUN FU STREET, SHEUNG SHUI",北區,2020-03-05
4606,古洞 東方,"TUNG FONG, KWU TUNG",北區,2020-03-05
4607,民生閣,MAN SHANG COURT,北區,2020-03-05
4608,坪洋村,PING YEUNG VILLAGE,北區,2020-03-05
4609,粉嶺 孔嶺,"HUNG LENG, FANLING",北區,2020-03-05
4610,粉嶺 吉祥街8號欣翠花園2座,"BLOCK 2, CHEERFUL PARK, NO.8 KAT CHEUNG CRESCENT, FANLING",北區,2020-03-05
4611,粉嶺 和滿街9號御庭軒7座,"BLOCK 7, GRAND REGENTVILLE, NO.9 WO MUN STREET, FANLING",北區,2020-03-05
4612,粉嶺 粉嶺車站路18號粉嶺名都5座,"BLOCK 5, FANLING TOWN CENTER, NO.18 FANLING STATION ROAD,FANLING",北區,2020-03-05
4613,粉嶺 新運路33號粉嶺中心F座,"BLOCK F, FANLING CENTRE, NO.33 SAN WAN ROAD, FANLING",北區,2020-03-05
4614,粉嶺 新運路33號粉嶺中心K座,"BLOCK K, FANLING CENTRE, NO.33 SAN WAN ROAD, FANLING",北區,2020-03-05
4615,粉嶺 蝴蝶山路,"WU TIP SHAN ROAD, FANLING",北區,2020-03-05
4616,粉嶺 聯和墟 聯昌街20號,"NO. 20 LUEN CHEONG STREET, LUEN WO HUI, FANLING",北區,2020-03-05
4617,粉嶺 聯捷街4號榮輝中心2座,"BLOCK 2, WING FAI CENTRE, NO.4 LUEN CHIT STREET, FANLING",北區,2020-03-05
4618,粉嶺名都富臨閣,"FORUM COURT, FANLING TOWN CENTER",北區,2020-03-05
4619,粉嶺名都嘉麗閣7座,"BLOCK 7, GALAXY COURT, FANLING TOWN CENTER",北區,2020-03-05
4620,景盛苑歡景閣A座,"BLOCK A, FOON KING HOUSE, KING SHING COURT",北區,2020-03-05
4621,華明邨禮明樓,"LAI MING HOUSE, WAH MING ESTATE",北區,2020-03-05
4622,嘉福邨福泰樓,"FUK TAI HOUSE, KA FUK ESTATE",北區,2020-03-05
4623,聯和墟和泰樓,"WO TAI BUILDING, LUEN WO MARKET",北區,2020-03-05
4624,聯昌大樓,LUEN CHEONG BUILDING,北區,2020-03-05
4625,上水 巡撫街12號,"NO.12 TSUN FU STREET, SHEUNG SHUI",北區,2020-03-06
4626,上水 清曉路16號顯峯,"GLORIOUS PEAK, NO.16 CHING HIU ROAD, SHEUNG SHUI",北區,2020-03-06
4627,上水 清曉路18號御皇庭3座,"BLOCK 3, ROYAL GREEN, NO.18 CHING HIU ROAD, SHEUNG SHUI",北區,2020-03-06
4628,上水 新功街14號,"NO.14 SAN KUNG STREET, SHEUNG SHUI",北區,2020-03-06
4629,上水 新豐路81號,"NO.81 SAN FUNG AVENUE, SHEUNG SHUI",北區,2020-03-06
4630,上水 鳳南路9號翠麗花園1座,"BLOCK 1, TSUI LAI GARDEN, NO.9 FUNG NAM ROAD, SHEUNG SHUI",北區,2020-03-06
4631,上水 鳳南路9號翠麗花園6座,"BLOCK 6, TSUI LAI GARDEN, NO.9 FUNG NAM ROAD, SHEUNG SHUI",北區,2020-03-06
4632,上水 龍琛路33號龍豐花園B座,"BLOCK B, LUNG FUNG GARDEN, NO.33 LUNG SUM AVENUE, SHEUNG",北區,2020-03-06
4633,上水圍 大元村第7巷,"7TH LANE TAI YUEN TSUEN, SHEUNG SHUI WAI",北區,2020-03-06
4634,天平邨天喜樓,"TIN HEE HOUSE, TIN PING ESTATE",北區,2020-03-06
4635,北區 粉嶺 靈山村,"LING SHAN TSUEN, FANLING, NORTH",北區,2020-03-06
4636,古洞 坑頭寶樹花園,"PO SHU GARDEN, HANG TAU, KWU TUNG",北區,2020-03-06
4637,打鼓嶺坪輋 恐龍坑,"HUNG LUNG HANG, PING CHE, TA KWU LING",北區,2020-03-06
4638,沙頭角 新樓街,"SAN LAU STREET, SHA TAU KOK",北區,2020-03-06
4639,沙頭角邨16座,"BLOCK 16, SHA TAU KOK CHUEN",北區,2020-03-06
4640,沙嶺,SHA LING,北區,2020-03-06
4641,粉嶺 一鳴路23號牽晴間12座,"BLOCK 12, DAWNING VIEWS, NO.23 YAT MING ROAD, FANLING",北區,2020-03-06
4642,粉嶺 孔嶺北村,"HUNG LENG NORTH TSUEN, FANLING",北區,2020-03-06
4643,粉嶺 孔嶺村,"HUNG LENG TSEUN, FANLING",北區,2020-03-06
4644,粉嶺 新運路33號粉嶺中心C座,"BLOCK C, FANLING CENTRE, NO.33 SAN WAN ROAD, FANLING",北區,2020-03-06
4645,粉嶺 聯捷街1號榮福中心3座,"BLOCK 3, WING FOK CENTRE, NO.1 LUEN CHIT STREET, FANLING",北區,2020-03-06
4646,粉嶺 靈山村,"LING SHAN TSUEN, FANLING",北區,2020-03-06
4647,彩園邨彩華樓,"CHOI WAH HOUSE, CHOI YUEN ESTATE",北區,2020-03-06
4648,彩蒲苑彩瑩閣A座,"BLOCK A, CHOI YING HOUSE, CHOI PO COURT",北區,2020-03-06
4649,深港中心,HI-TEC CENTRE,北區,2020-03-06
4650,清河邨清平樓,"CHING PING HSE, CHING HO ESTATE",北區,2020-03-06
4651,清河邨清朗樓,"CHING LONG HSE, CHING HO ESTATE",北區,2020-03-06
4652,祥華邨祥智樓5座,"BLOCK 5, CHEUNG CHI HSE, CHEUNG WAH ESTATE",北區,2020-03-06
4653,祥華邨祥裕樓,"CHEUNG YUE HSE, CHEUNG WAH ESTATE",北區,2020-03-06
4654,祥華邨祥樂樓1座,"BLOCK 1, CHEUNG LOK HSE, CHEUNG WAH ESTATE",北區,2020-03-06
4655,祥華邨祥禮樓,"CHEUNG LAI HSE, CHEUNG WAH ESTATE",北區,2020-03-06
4656,祥龍圍邨呈祥樓1座,"BLOCK 1, CHING CHEUNG HSE, CHEUNG LUNG WAI ESTATE",北區,2020-03-06
4657,祥龍圍邨景祥樓2座,"BLOCK 2, KING CHEUNG HSE, CHEUNG LUNG WAI ESTATE",北區,2020-03-06
4658,寶石湖邨碧玉樓,"BIK YUK HOUSE, PO SHEK WU ESTATE",北區,2020-03-06
4659,寶利中心,POLY CENTRE,北區,2020-03-06
4660,上水 大元村第四巷,"4TH LANE TAI YUEN TSUEN, SHEUNG SHUI",北區,2020-03-07
4661,上水 莆上村第八巷,"8TH LANE PO SHEUNG TSUEN, SHEUNG SHUI",北區,2020-03-07
4662,上水 圍內村第九巷,"9TH LANE WAI LOI TSUEN, SHEUNG SHUI",北區,2020-03-07
4663,上水 新成路4A號,"NO.4A SAN SHING AVENUE, SHEUNG SHUI",北區,2020-03-07
4664,上水 新成路88號海禧華庭1座,"BLOCK 1, ROYAL JUBILEE, NO.88 SAN SHING AVENUE, SHEUNG SHUI",北區,2020-03-07
4665,上水 新豐路12號,"NO.12 SAN FUNG AVENUE, SHEUNG SHUI",北區,2020-03-07
4666,上水 龍琛路78號,"NO.78 LUNG SUM AVENUE, SHEUNG SHUI",北區,2020-03-07
4667,上水名都柏林閣,"BERLIN COURT, SHEUNG SHUI TOWN CENTRE",北區,2020-03-07
4668,上水名都紐約閣,"NEW YORK COURT, SHEUNG SHUI TOWN CENTRE",北區,2020-03-07
4669,上水名都羅馬閣,"ROME COURT, SHEUNG SHUI TOWN CENTRE",北區,2020-03-07
4670,太平邨平熙樓,"PING HAY HOUSE, TAI PING ESTATE",北區,2020-03-07
4671,古洞 天光莆,"TIN KWONG PO, KWU TUNG",北區,2020-03-07
4672,昌盛苑昌濤閣C座,"BLOCK C, CHEONG TO HOUSE, CHEONG SHING COURT",北區,2020-03-07
4673,欣盛苑欣耀閣E座,"BLOCK E, YAN YIU HOUSE, YAN SHING COURT",北區,2020-03-07
4674,粉嶺 百和路88號花都廣場7座,"BLOCK 7, FLORA PLAZA, NO.88 PAK WO ROAD, FANLING",北區,2020-03-07
4675,粉嶺 和泰街29號,"NO.29 WO TAI STREET, FANLING",北區,2020-03-07
4676,粉嶺 軍地北村,"KWAN TEI NORTH TSUEN, FANLING",北區,2020-03-07
4677,粉嶺 祠堂村,"TSZ TONG TSUEN, FANLING",北區,2020-03-07
4678,粉嶺 粉嶺車站路18號粉嶺名都3座,"BLOCK 3, FANLING TOWN CENTER, NO.18 FANLING STATION ROAD,FANLING",北區,2020-03-07
4679,粉嶺 粉嶺車站路18號粉嶺名都4座,"BLOCK 4, FANLING TOWN CENTER, NO.18 FANLING STATION ROAD,FANLING",北區,2020-03-07
4680,粉嶺 粉嶺圍,"FANLING WAI, FANLING",北區,2020-03-07
4681,粉嶺 粉嶺樓,"FAN LENG LAU, FANLING",北區,2020-03-07
4682,粉嶺 馬適路綠悠軒3座,"BLOCK 3, BELAIR MONTE, MA SIK ROAD, FANLING",北區,2020-03-07
4683,粉嶺 新屋仔,"SAN UK TSAI, FANLING",北區,2020-03-07
4684,粉嶺 新運路33號粉嶺中心G座,"BLOCK G, FANLING CENTRE, NO.33 SAN WAN ROAD, FANLING",北區,2020-03-07
4685,深港中心A座,"BLOCK A, HI-TEC CENTRE",北區,2020-03-07
4686,深港中心B座,"BLOCK B, HI-TEC CENTRE",北區,2020-03-07
4687,清河邨清譽樓,"CHING YU HSE, CHING HO ESTATE",北區,2020-03-07
4688,祥華邨祥頌樓,"CHEUNG CHUNG HSE, CHEUNG WAH ESTATE",北區,2020-03-07
4689,景盛苑賢景閣D座,"BLOCK D, YIN KING HOUSE, KING SHING COURT",北區,2020-03-07
4690,華心邨華勉樓,"WAH MIN HOUSE, WAH SUM ESTATE",北區,2020-03-07
4691,華明邨信明樓,"SHUN MING HOUSE, WAH MING ESTATE",北區,2020-03-07
4692,華明邨康明樓,"HONG MING HOUSE, WAH MING ESTATE",北區,2020-03-07
4693,華明邨添明樓,"TIM MING HOUSE, WAH MING ESTATE",北區,2020-03-07
4694,華明邨頌明樓,"CHUNG MING HOUSE, WAH MING ESTATE",北區,2020-03-07
4695,雍盛苑雍萃閣,"YUNG SUI HSE, YUNG SHING COURT",北區,2020-03-07
4696,嘉福邨福樂樓,"FUK LOK HOUSE, KA FUK ESTATE",北區,2020-03-07
4697,龍霞樓,LUNG HA BUILDING,北區,2020-03-07
4698,聯生別墅,LUEN SANG VILLA,北區,2020-03-07
4699,上水 大頭嶺第二巷,"2ND LANE TAI TAU LENG, SHEUNG SHUI",北區,2020-03-08
4700,上水 天平山村,"TIN PING SHAN TSUEN, SHEUNG SHUI",北區,2020-03-08
4701,上水 丙崗,"PING KONG, SHEUNG SHUI",北區,2020-03-08
4702,上水 巡撫街15號,"NO.15 TSUN FU STREET, SHEUNG SHUI",北區,2020-03-08
4703,上水 松柏朗,"TSUNG PAK LONG, SHEUNG SHUI",北區,2020-03-08
4704,上水 門口村第六巷,"6TH LANE MUN HAU TSUEN, SHEUNG SHUI",北區,2020-03-08
4705,上水 馬適路38號皇府山2座,"BLOCK 2, NOBLE HILL, NO.38 MA SIK ROAD, SHEUNG SHUI",北區,2020-03-08
4706,上水 馬適路38號皇府山3座,"BLOCK 3, NOBLE HILL, NO.38 MA SIK ROAD, SHEUNG SHUI",北區,2020-03-08
4707,上水 馬適路38號皇府山6座,"BLOCK 6, NOBLE HILL, NO.38 MA SIK ROAD, SHEUNG SHUI",北區,2020-03-08
4708,上水 清曉路18號御皇庭2座,"BLOCK 2, ROYAL GREEN, NO.18 CHING HIU ROAD, SHEUNG SHUI",北區,2020-03-08
4709,上水 符興街41號,"NO.41 FU HING STREET, SHEUNG SHUI",北區,2020-03-08
4710,上水 陳屋埔,"CHAN UK PO, SHEUNG SHUI",北區,2020-03-08
4711,上水 新健街14號,"NO.14 SAN KIN STREET, SHEUNG SHUI",北區,2020-03-08
4712,上水 新康街61號,"NO.61 SAN HONG STREET, SHEUNG SHUI",北區,2020-03-08
4713,上水 新祥街16號,"NO.16 SAN CHEUNG STREET, SHEUNG SHUI",北區,2020-03-08
4714,上水 新豐路77號,"NO.77 SAN FUNG AVENUE, SHEUNG SHUI",北區,2020-03-08
4715,上水 嘉富坊3號,"NO.3 KA FU CLOSE, SHEUNG SHUI",北區,2020-03-08
4716,上水華山段南,SHEUNG SHUI WA SHAN SOUTH SECTION,北區,2020-03-08
4717,上水新運路188號,"188 SAN WAN ROAD, SHEUNG SHUI",北區,2020-03-08
4718,中心村第四巷,"LANE NO.4, CHUNG SUM TSUEN",北區,2020-03-08
4719,天平邨天明樓,"TIN MING HOUSE, TIN PING ESTATE",北區,2020-03-08
4720,天平邨天美樓,"TIN MEI HOUSE, TIN PING ESTATE",北區,2020-03-08
4721,天平邨天賀樓,"TIN HOR HOUSE, TIN PING ESTATE",北區,2020-03-08
4722,古洞 坑頭,"HANG TAU, KWU TUNG",北區,2020-03-08
4723,打鼓嶺 李屋新村,"LEI UK SAN TSUEN, TA KWU LING",北區,2020-03-08
4724,保榮路5號,5 PO WING ROAD,北區,2020-03-08
4725,品聯樓,BUN LUEN BUILDING,北區,2020-03-08
4726,海禧華庭第二座,"BLOCK 2, ROYAL JUBILEE",北區,2020-03-08
4727,粉嶺 永寧圍,"WING NING WAI, FANLING",北區,2020-03-08
4728,粉嶺 百和路88號花都廣場3座,"BLOCK 3, FLORA PLAZA, NO.88 PAK WO ROAD, FANLING",北區,2020-03-08
4729,粉嶺 和隆街23號,"NO.23 WO LUNG STREET, FANLING",北區,2020-03-08
4730,粉嶺 高莆北村,"KO PO NORTH TSUEN, FANLING",北區,2020-03-08
4731,粉嶺 聯捷街2號榮輝中心1座,"BLOCK 1, WING FAI CENTRE, NO.2 LUEN CHIT STREET, FANLING",北區,2020-03-08
4732,粉嶺名都龍騰閣,"DRAGON COURT, FANLING TOWN CENTER",北區,2020-03-08
4733,粉嶺龍躍頭村,"LUNG YEUK TAU, FANLIN",北區,2020-03-08
4734,張知行大廈,CHEUNG CHI HANG BUILDING,北區,2020-03-08
4735,彩園邨彩玉樓,"CHOI YUK HOUSE, CHOI YUEN ESTATE",北區,2020-03-08
4736,彩園邨彩屏樓,"CHOI PING HOUSE, CHOI YUEN ESTATE",北區,2020-03-08
4737,彩園邨彩珠樓,"CHOI CHU HOUSE, CHOI YUEN ESTATE",北區,2020-03-08
4738,彩園邨彩湖樓,"CHOI WU HOUSE, CHOI YUEN ESTATE",北區,2020-03-08
4739,清河邨清照樓,"CHING CHIU HSE, CHING HO ESTATE",北區,2020-03-08
4740,清河邨清頌樓,"CHING CHUNG HSE, CHING HO ESTATE",北區,2020-03-08
4741,清河邨清澤樓,"CHING CHAK HSE, CHING HO ESTATE",北區,2020-03-08
4742,清河邨清顯樓,"CHING HIN HSE, CHING HO ESTATE",北區,2020-03-08
4743,祥華邨祥景樓,"CHEUNG KING HSE, CHEUNG WAH ESTATE",北區,2020-03-08
4744,祥華邨祥順樓,"CHEUNG SHUN HSE, CHEUNG WAH ESTATE",北區,2020-03-08
4745,祥華邨祥豐樓,"CHEUNG FUNG HSE, CHEUNG WAH ESTATE",北區,2020-03-08
4746,富榮大廈,FU WING MANSION,北區,2020-03-08
4747,華心邨華冠樓,"WAH KOON HOUSE, WAH SUM ESTATE",北區,2020-03-08
4748,新財樓,SAN TSOI BUILDING,北區,2020-03-08
4749,雍盛苑雍華閣,"YUNG WA HSE, YUNG SHING COURT",北區,2020-03-08
4750,雍盛苑雍薈閣,"YUNG WUI HOUSE, YUNG SHING COURT",北區,2020-03-08
4751,寶石湖邨紫晶樓,"TSZ JING HOUSE, PO SHEK WU ESTATE",北區,2020-03-08
4752,大埔 九龍坑村,"KAU LUNG HANG TSUEN, TAI PO",大埔,2020-02-27
4753,大埔 大埔公路大埔滘段4283號翡翠花園48座,"BLOCK 48, SAVANNA GARDEN, NO.4283 TAI PO ROAD TAI PO KAU,",大埔,2020-02-27
4754,大埔 山賢路9號悠然山莊12座,"BLOCK 12, THE PARAGON, NO.9 SHAN YIN ROAD, TAI PO",大埔,2020-02-27
4755,大埔 安慈路3號翠屏花園A座,"BLOCK A, JADE PLAZA, NO.3 ON CHEE ROAD, TAI PO",大埔,2020-02-27
4756,大埔 安慈路3號翠屏花園B座,"BLOCK B, JADE PLAZA, NO.3 ON CHEE ROAD, TAI PO",大埔,2020-02-27
4757,大埔 科進路23號逸瓏灣 I16座,"BLOCK 16, MAYFAIR BY THE SEA I, NO.23 FO CHUN ROAD, TAI PO",大埔,2020-02-27
4758,大埔 馬窩路8號新峰花園第二期3座,"BLOCK 3, PHASE II, CLASSICAL GARDENS, NO.8 MA WO ROAD, TAI PO",大埔,2020-02-27
4759,大埔 廣福道131號,"NO.131 KWONG FUK ROAD, TAI PO",大埔,2020-02-27
4760,大埔 寶湖道3號寶湖花園B座,"BLOCK B, PLOVER COVE GARDEN, NO.3 PLOVER COVE ROAD, TAI PO",大埔,2020-02-27
4761,泰亨坳仔,TAI HANG AU TSAI,大埔,2020-02-27
4762,圍頭村,WAI TAU TSUEN,大埔,2020-02-27
4763,富善邨善群樓,"SHIN KWAN HOUSE, FU SHIN ESTATE",大埔,2020-02-27
4764,富善邨善群樓1座,"BLOCK 1, SHIN KWAN HOUSE, FU SHIN ESTATE",大埔,2020-02-27
4765,嵐山1座,"MONT VERT PHASE II, TOWER 1",大埔,2020-02-27
4766,景雅苑景悅閣B座,"BLOCK B, KING YUET HOUSE, KING NGA COURT",大埔,2020-02-27
4767,新都苑B座,"BLOCK B, CENTRAL MANSION",大埔,2020-02-27
4768,新興花園康民閣(5座),"HONG MAN COURT (BLK 5), SUN HING GARDEN",大埔,2020-02-27
4769,頌雅苑頌真閣A座,"BLOCK A, CHUNG CHUN HOUSE, CHUNG NGA COURT",大埔,2020-02-27
4770,頌雅苑頌善閣,"CHUNG SIN HOUSE, CHUNG NGA COURT",大埔,2020-02-27
4771,廣興樓,KWONG HING BUILDING,大埔,2020-02-27
4772,寶鄉邨寶順樓,寶鄉邨寶順樓,大埔,2020-02-27
4773,88廣場,88 SQUARE,大埔,2020-02-28
4774,大宏街13-15號,NO.13-15 DAI WANG STREET,大埔,2020-02-28
4775,大埔 安慈路2號八號花園3座,"BLOCK 3, EIGHTLAND GARDENS, NO.2 ON CHEE ROAD, TAI PO",大埔,2020-02-28
4776,大埔 馬窩路9號新峰花園御峰豪園28座,"BLOCK 28, GRAND DYNASTY VIEW, CLASSICAL GDNS, NO.9 MA WOROAD, TAI PO",大埔,2020-02-28
4777,大埔大廈,TAI PO BUILDING,大埔,2020-02-28
4778,太和 翠樂街9號翠林閣1座,"EVERGREEN COURT BLOCK 1, 9 CHUI LOK STREET, TAIPO",大埔,2020-02-28
4779,比華利山別墅銀池道,"BOULEVARD DE FONTAINE, THE BEVERLY HILLS",大埔,2020-02-28
4780,光裕樓,KWONG YUE BUILDING,大埔,2020-02-28
4781,邦興大樓,BONG HING BUILDING,大埔,2020-02-28
4782,金松樓,KAM CHUNG BUILDING,大埔,2020-02-28
4783,建亨樓,KIN HANG BUILDING,大埔,2020-02-28
4784,美馨大廈,MEI HING MANSION,大埔,2020-02-28
4785,康樂花園3座,HONG LOK VILLA BLOCK 3,大埔,2020-02-28
4786,富善邨善美樓5座,"BLOCK 5, SHIN MEI HOUSE, FU SHIN ESTATE",大埔,2020-02-28
4787,逸雅苑逸欣閣B座,"BLOCK B, YAT YAN HOUSE, YAT NGA COURT",大埔,2020-02-28
4788,逸瓏灣21座,"BLOCK 21, MAYFAIR BY THE SEA",大埔,2020-02-28
4789,逸瓏灣9座,"BLOCK 9, MAYFAIR BY THE SEA",大埔,2020-02-28
4790,逸瓏灣低座,"LOWRISE, MAYFAIR BY THE SEA",大埔,2020-02-28
4791,樂賢居,RIVIERA LODGE,大埔,2020-02-28
4792,鐵尾仔,TIT MEI TSAI,大埔,2020-02-28
4793,三門仔聯益上村,SAM MUN TSAI NEW VILLAGE,大埔,2020-02-29
4794,大埔 九龍坑老圍,"KAU LUNG HANG LO WAI, TAI PO",大埔,2020-02-29
4795,大埔 大埔公路大埔滘段4283號翡翠花園42座,"BLOCK 42, SAVANNA GARDEN, NO.4283 TAI PO ROAD TAI PO KAU,",大埔,2020-02-29
4796,大埔 汀角村,"TING KOK VILLAGE, TAI PO",大埔,2020-02-29
4797,大埔 南坑,"NAM HANG, TAI PO",大埔,2020-02-29
4798,大埔 南運路9號新達廣場1座,"BLOCK 1, UPTOWN PLAZA, NO.9 NAM WAN ROAD, TAI PO",大埔,2020-02-29
4799,大埔 洞梓山路138號,"NO.138 TUNG TSZ SHAN ROAD, TAI PO",大埔,2020-02-29
4800,大埔 梅樹坑路8號帝欣苑13座,"BLOCK 13, PARC VERSAILLES, NO.8 MUI SHU HANG ROAD, TAI PO",大埔,2020-02-29
4801,大埔 鳳園路9號嵐山3座,"MONT VERT PHASE I, TOWER 3, FUNG YUEN ROAD, TAI PO",大埔,2020-02-29
4802,大埔 露輝路33號嘉豐花園2座,"BLOCK 2, RICHWOOD PARK, NO.33 LO FAI ROAD, TAI PO",大埔,2020-02-29
4803,正發樓,CHING FAT BUILDING,大埔,2020-02-29
